Title	Issue #	Month	Year	Publisher	Genre	Format	Condition	# of Copies	Value	Notes 1	Notes 2	GCD URL	CV URL
Marvel Tales	161			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/23782/	
Marvel Team-Up	12			Marvel		Standard comic	2.0 Good	1	$3				
Marvel Team-Up	22			Marvel		Standard comic	2.0 Good	1	$2				
Marvel Team-Up	28			Marvel		Standard comic	2.0 Good	1	$2				
Marvel Team-Up	30			Marvel		Standard comic	2.0 Good	1	$2				
Marvel Team-Up	39			Marvel		Standard comic	2.0 Good	1	$1				
Marvel Team-Up	40			Marvel		Standard comic	2.0 Good	1	$1				
Marvel Team-Up	43			Marvel		Standard comic	2.0 Good	1	$1				
Marvel Team-Up	60			Marvel		Standard comic	2.0 Good	1	$5				
Marvel Team-Up	99			Marvel		Standard comic	9.4 Near Mint	1	$4				
Marvel Team-Up	103			Marvel		Standard comic	9.4 Near Mint	1	$4				
Marvel Team-Up	109			Marvel		Standard comic	9.4 Near Mint	1	$4				
Marvel Team-Up	124			Marvel		Standard comic	9.4 Near Mint	1	$3				
Marvel Triple Action	6			Marvel	Superhero	Standard comic	3.0 Good/Very Good	1	$0				
Marvel's Greatest Comics	23			Marvel		Standard comic	8.0 Very Fine	1	$17			http://my.comics.org/issue/23043/	
Marvel's Greatest Comics	25			Marvel		Standard comic	8.0 Very Fine	1	$17			http://my.comics.org/issue/23295/	
Marvel's Greatest Comics	26		1970	Marvel		Standard comic	8.0 Very Fine	1	$17			http://my.comics.org/issue/23408/	
Marvel's Greatest Comics	27			Marvel		Standard comic	8.0 Very Fine	1	$17			http://my.comics.org/issue/23534/	
Marvel's Greatest Comics	28			Marvel		Standard comic	8.0 Very Fine	1	$17			http://my.comics.org/issue/23658/	
Marvel's Greatest Comics	53			Marvel		Standard comic	6.0 Fine	2	$4				
Marvel's Greatest Comics	56			Marvel		Standard comic	5.0 Very Good/Fine	1	$2				
Mary Worth	1		1956	Argo		Standard comic	2.0 Good	1	$8		punched holes	http://my.comics.org/issue/320533/	
Masters of Terror	2			Marvel		Standard comic	2.0 Good	1	$2	Adkins/Steranko c		https://www.comics.org/issue/29019/	
Masters of the Universe	1			Marvel		Standard comic		1	$8			https://www.comics.org/issue/210028/	
Masterworks Series	1			DC		Standard comic	9.2 Near Mint �	1	$3				
Masterworks Series	2			DC		Standard comic	9.2 Near Mint �	1	$3				
Masterworks Series	3			DC		Standard comic	9.2 Near Mint �	1	$3				
Mazing Man Special	2			DC		Standard comic	8.0 Very Fine	1	$1				
McLintock			1964	Gold Key		Standard comic	2.0 Good	1	$11		Movie Comics	http://my.comics.org/issue/18284/	
Meet Merton	4			Toby	Humor		2.0 Good	1	$6			http://my.comics.org/issue/273686/	http://comicbookplus.com/?dlid=7379
Men in Action	5		1958	Avon	War	Standard comic	2.0 Good	1	$6			http://my.comics.org/issue/224624/	
Metal Men	6			DC		Standard comic	3.0 Good/Very Good	1	$15			https://www.comics.org/issue/18218/	
Metal Men	9			DC		Standard comic	4.0 Very Good	1	$20			https://www.comics.org/issue/18537/?	
Metal Men	12			DC		Standard comic	2.0 Good	1	$8			https://www.comics.org/issue/18947/?	
Metal Men	18			DC		Standard comic	2.0 Good	1	$8			https://www.comics.org/issue/19818/?	
Metal Men	24			DC		Standard comic	2.0 Good	1	$0			https://www.comics.org/issue/20731/	
Metal Men	42			DC		Standard comic	2.0 Good	1	$2			https://www.comics.org/issue/19818/?	
Metamorpho	2			DC		Standard comic	2.0 Good	1	$0		cover detached		
Mickey Mouse	41			Dell		Standard comic	2.0 Good	1	$6			https://www.comics.org/issue/12021/	
Mickey Mouse	43	February	1952	Dell		Standard comic	2.0 Good	1	$6			https://www.comics.org/issue/12280/	
Mickey Mouse	45			Dell		Standard comic	2.0 Good	1	$6			https://www.comics.org/issue/12530/	
Mickey Mouse	48			Dell		Standard comic	2.0 Good	2	$12			https://www.comics.org/issue/12885/	
Mickey Mouse	54	June	1957	Dell		Standard comic	6.5 Fine +	1	$20			http://my.comics.org/issue/13601/	
Mickey Mouse	67			Dell		Standard comic	2.0 Good	1	$5			https://www.comics.org/issue/15179/	
Mickey Mouse	74			Dell		Standard comic	2.0 Good	1	$5				
Mickey Mouse	86			Gold Key		Standard comic	2.0 Good	1	$4				
Mickey Mouse	87			Gold Key		Standard comic	2.0 Good	1	$20			http://my.comics.org/issue/17684/	
Mickey Mouse	91			Gold Key		Standard comic	2.0 Good	1	$4				
Mickey Mouse	94			Gold Key		Standard comic	2.0 Good	1	$4				
Mickey Mouse	109		1966	Gold Key		Standard comic	2.0 Good	1	$6			https://my.comics.org/issue/20458/	
Mickey Mouse	114	Aug.	1967	Gold Key		Standard comic	2.0 Good	1	$6			https://my.comics.org/issue/21234/	
Mickey Mouse	115			Gold Key		Standard comic	4.0 Very Good	1	$6				
Mickey Mouse	118			Gold Key		Standard comic	6.0 Fine	1	$9			http://my.comics.org/issue/22116/	
Mickey Mouse	127			Gold Key		Standard comic	2.0 Good	1	$3				
Mickey Mouse	134			Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/24899/	
Mickey Mouse	136	June	1972	Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/25220/	
Mickey Mouse	141			Gold Key		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/26170/	
Mickey Mouse	143			Gold Key		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/26571/	
Mickey Mouse	144			Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/26690/	
Mickey Mouse	145			Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/26813/	
Mickey Mouse	146			Gold Key		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/27351/	
Mickey Mouse	147		1974	Gold Key		Standard comic	8.0 Very Fine	1	$0			https://my.comics.org/issue/27203/	
Mickey Mouse	149			Gold Key		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/27508/	
Mickey Mouse	152			Gold Key		Standard comic	1.0 Fair	1	$1			https://my.comics.org/issue/27877/	
Mickey Mouse	153			Gold Key		Standard comic	1.0 Fair	1	$1			https://my.comics.org/issue/28054/	
Mickey Mouse	154			Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/28297/	
Mickey Mouse	155			Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/28506/	
Mickey Mouse	156			Gold Key		Standard comic	7.0 Fine/Very Fine	1	$2			https://my.comics.org/issue/28714/	
Mickey Mouse	160			Gold Key		Standard comic	5.0 Very Good/Fine	1	$5			https://my.comics.org/issue/29260/	
Mickey Mouse	164			Gold Key		Standard comic	5.0 Very Good/Fine	1	$5				
Mickey Mouse	166			Gold Key		Standard comic	6.0 Fine	1	$6		2nd copy VG	http://my.comics.org/issue/30252/	
Mickey Mouse	167			Gold Key		Standard comic	6.0 Fine	1	$6		2nd copy VG	http://my.comics.org/issue/30353/	
Mickey Mouse	168			Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/30551/?issue_detail=	
Mickey Mouse	169			Gold Key		Standard comic	2.0 Good	1	$2		Andrade bros classic	https://my.comics.org/issue/30796/?issue_detail=	
Mickey Mouse	171			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/30353/	
Mickey Mouse	172			Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/31162/?issue_detail=	
Mickey Mouse	173			Gold Key		Standard comic	4.0 Very Good	1	$4			http://my.comics.org/issue/30353/	
Mickey Mouse	174			Gold Key		Standard comic	4.0 Very Good	1	$4			http://my.comics.org/issue/30353/	
Mickey Mouse	179			Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/31901/?issue_detail=	
Mickey Mouse	180	Feb.	1978	Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/31992/?issue_detail=	
Mickey Mouse	184			Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/32365/?issue_detail=	
Mickey Mouse	186			Gold Key		Standard comic	6.0 Fine	1	$6			https://my.comics.org/issue/32549/?issue_detail=	
Mickey Mouse	187			Gold Key		Standard comic	2.0 Good	1	$2			http://my.comics.org/issue/30353/	
Mickey Mouse	188			Gold Key		Standard comic	6.0 Fine	1	$6		2nd copy VG	https://my.comics.org/issue/32723/	
Mickey Mouse	189			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/30353/	
Mickey Mouse	191			Gold Key		Standard comic	2.0 Good	1	$2			http://my.comics.org/issue/30353/	
Mickey Mouse	197			Gold Key		Standard comic	2.0 Good	1	$2			http://my.comics.org/issue/30353/	
Mickey Mouse	198			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/30353/	
Mickey Mouse	199			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/30353/	
Mickey Mouse	200			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/30353/	
Mickey Mouse	201			Gold Key		Standard comic	4.0 Very Good	1	$4			http://my.comics.org/issue/30353/	
Mickey Mouse	204			Gold Key		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/34162/?issue_detail=	
Mickey Mouse	205			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/30353/	
Mickey Mouse	206			Gold Key		Standard comic	6.0 Fine	1	$6			https://my.comics.org/issue/34485/?issue_detail=	
Mickey Mouse	207			Gold Key		Standard comic	6.0 Fine	1	$6			https://my.comics.org/issue/34641/	
Mickey Mouse	210			Gold Key		Standard comic	6.0 Fine	1	$6				
Mickey Mouse	211			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/30353/	
Mickey Mouse	212			Gold Key		Standard comic	6.0 Fine	1	$6			https://my.comics.org/issue/35596/?issue_detail=	
Mickey Mouse	216			Gold Key		Standard comic	8.0 Very Fine	1	$8			http://my.comics.org/issue/30353/	
Mickey Mouse	219		1986	Gladstone		Standard comic	9.2 Near Mint �	2	$40		1st Gladstone	http://my.comics.org/issue/41932/	
Mickey Mouse	220			Gladstone		Standard comic	9.4 Near Mint	1	$10			http://my.comics.org/issue/42050/	
Mickey Mouse	221			Gladstone		Standard comic	9.4 Near Mint	1	$10			http://my.comics.org/issue/42163/	
Mickey Mouse	222			Gladstone		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/42318/	
Mickey Mouse	223			Gladstone		Standard comic	9.4 Near Mint	2	$8			http://my.comics.org/issue/42494/	
Mickey Mouse	224			Gladstone		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/42619/	
Mickey Mouse	225			Gladstone		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/42739/	
Mickey Mouse	226			Gladstone		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/42851/	
Mickey Mouse	227			Gladstone		Standard comic	8.0 Very Fine	1	$3			http://my.comics.org/issue/42966/	
Mickey Mouse	228			Gladstone		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/43093/	
Mickey Mouse	230			Gladstone		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/43334/	
Mickey Mouse	231			Gladstone		Standard comic		1	$0			http://my.comics.org/issue/43467/	
Mickey Mouse	232			Gladstone		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/43524/	
Mickey Mouse	233			Gladstone		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/43653/	
Mickey Mouse	234			Gladstone		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/43895/	
Mickey Mouse	235			Gladstone		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/44144/	
Mickey Mouse	236	June	1988	Gladstone		Standard comic	9.4 Near Mint	1	$0			https://my.comics.org/issue/44508/	
Mickey Mouse	239			Gladstone		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/44767/	
Mickey Mouse	240			Gladstone		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/45020/	
Mickey Mouse	241			Gladstone		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/45023/	
Mickey Mouse	242			Gladstone		Standard comic	9.4 Near Mint	2	$8			https://my.comics.org/issue/45164/	
Mickey Mouse	243			Gladstone		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/45303/	
Mickey Mouse	244			Gladstone		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/45671/	
Mickey Mouse	246			Gladstone		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/46047/	
Mickey Mouse	255			Gladstone		Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/47523/	
Mickey Mouse	371		1952	Dell		Standard comic	2.0 Good	1	$8			http://my.comics.org/issue/9523/	
Mickey Mouse Adventures	3			Disney		Standard comic	9.4 Near Mint	1	$2.50				
Mickey Mouse Adventures	7			Disney		Standard comic	9.4 Near Mint	2	$5				
Mickey Mouse Adventures	8			Disney		Standard comic	9.4 Near Mint	1	$0				https://comicvine.gamespot.com/mickey-mouse-adventures-8-a-phantom-blot-bedtime-s/4000-33716/
Mickey Mouse Adventures	10			Disney		Standard comic	9.4 Near Mint	1	$2.50				
Mickey Mouse Comics Digest	1		1987	Gladstone		Standard comic	9.0 Very Fine/Near Mint	1	$6	1987		http://my.comics.org/issue/42319/	
Microbots	1			Gold Key		Standard comic	8.0 Very Fine	1	$16			http://my.comics.org/issue/242703/	
Micronauts	1			Marvel		Standard comic	2.0 Good	1	$1				
Micronauts	23			Marvel		Standard comic	6.0 Fine	1	$2				
Micronauts	24			Marvel		Standard comic	4.0 Very Good	1	$1				
Micronauts	51			Marvel		Standard comic	9.0 Very Fine/Near Mint	1	$3				
Micronauts Annual	1			Marvel		Standard comic	3.0 Good/Very Good	1	$0				
Midnight Tales	1			Charlton		Standard comic	3.0 Good/Very Good	1	$4				
Midnight Tales	5			Charlton		Standard comic	4.0 Very Good	1	$4				
Midnight Tales	6			Charlton		Standard comic	4.0 Very Good	1	$4				
Midnight Tales	7			Charlton		Standard comic	2.0 Good	1	$2				
Midnight Tales	9			Charlton		Standard comic	6.0 Fine	1	$6				
Midnight Tales	15			Charlton		Standard comic	2.0 Good	1	$2				
Midnight Tales	16			Charlton		Standard comic	4.0 Very Good	1	$4				
Midnight Tales	17			Charlton		Standard comic	2.0 Good	1	$2				
Mighty Comics	42			Archie		Standard comic	4.0 Very Good	1	$8			http://my.comics.org/issue/20641/	
Mighty Comics	44			Archie		Standard comic	4.0 Very Good	1	$8			http://my.comics.org/issue/20783/	
Mighty Comics	45			Archie		Standard comic	7.0 Fine/Very Fine	1	$15			http://my.comics.org/issue/20871/	
Mighty Comics	46			Archie		Standard comic	4.0 Very Good	1	$8			http://my.comics.org/issue/20945/	
Mighty Comics	47			Archie		Standard comic	4.0 Very Good	1	$8			http://my.comics.org/issue/21014/	
Mighty Comics	49		1967	Archie		Standard comic	4.0 Very Good	1	$8			http://my.comics.org/issue/21166/	
Mighty Comics	50			Archie		Standard comic	4.0 Very Good	1	$8			http://my.comics.org/issue/21312/	
Mighty Crusaders	1			Archie		Standard comic		1	$0				
Mighty Crusaders	2			Archie		Standard comic	2.0 Good	1	$4			http://my.comics.org/issue/19735/	
Mighty Crusaders	6			Archie		Standard comic	4.0 Very Good	1	$8			http://my.comics.org/issue/20221/	
Mighty Mouse	163					Standard comic	6.0 Fine	1	$15			http://my.comics.org/issue/292558/	
Mighty Samson	4			Gold Key		Standard comic	1.0 Fair	1	$2			http://my.comics.org/issue/19677/	
Mighty Samson	5			Gold Key		Standard comic	1.0 Fair	1	$3				
Mighty Samson	12			Gold Key		Standard comic	6.0 Fine	1	$9				
Mighty Samson	23			Gold Key		Standard comic	4.0 Very Good	1	$4				
Mighty Samson	26			Gold Key		Standard comic	4.0 Very Good	1	$4				
Millie the Model	87			Marvel		Standard comic		1	$4				
Miracleman	2			Eclipse		Standard comic	9.4 Near Mint	1	$8				
Miracleman	3			Eclipse		Standard comic	9.4 Near Mint	1	$8				
Miracleman	4			Eclipse		Standard comic	9.4 Near Mint	1	$8				
Miracleman	5			Eclipse		Standard comic	9.4 Near Mint	1	$8				
Miracleman	6			Eclipse		Standard comic	9.4 Near Mint	1	$8				
Miracleman	7			Eclipse		Standard comic	9.4 Near Mint	1	$8				
Miracleman	8			Eclipse		Standard comic	9.4 Near Mint	1	$8				
Miracleman	9			Eclipse		Standard comic	9.4 Near Mint	1	$8				
Miracleman Family	1			Eclipse		Standard comic	9.4 Near Mint	1	$8				
Mister Magoo	602			Dell		Standard comic	0.5 Poor	1	$0		no cover	http://my.comics.org/issue/173337/cover/4/	
Mister Miracle	6			DC		Standard comic	4.5 Very Good +	1	$12			http://my.comics.org/issue/24858/	
Mister Monster's Super-Duper Special	3			Eclipse		Standard comic		1	$4				
Moby Duck	5			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/21394/	
Moby Duck	7			Gold Key		Standard comic	1.0 Fair	1	$1			http://my.comics.org/issue/22747/	
Moby Duck	16			Gold Key		Standard comic	4.5 Very Good +	1	$3			http://my.comics.org/issue/28105/	
Monsters on the Prowl	9			Marvel	Horror	Standard comic	4.5 Very Good +	1	$9				
Monsters on the Prowl	9		1971	Marvel		Standard comic	9.0 Very Fine/Near Mint	1	$45			http://my.comics.org/issue/63595/	
Monsters on the Prowl	10			Marvel	Horror	Standard comic	6.0 Fine	1	$9				
Monsters on the Prowl	10			Marvel		Standard comic	9.0 Very Fine/Near Mint	1	$25			http://my.comics.org/issue/63596/	
Monsters on the Prowl	11			Marvel		Standard comic	9.0 Very Fine/Near Mint	1	$25			http://my.comics.org/issue/63597/	
Monsters on the Prowl	12		1971	Marvel		Standard comic	6.0 Fine	1	$9			http://my.comics.org/issue/63598/	
Monsters on the Prowl	14			Marvel		Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/63599/	
Monsters on the Prowl	26			Marvel	Horror	Standard comic	6.0 Fine	1	$6				
Monsters on the Prowl	27			Marvel		Standard comic	4.0 Very Good	1	$3			https://my.comics.org/issue/96181/?issue_detail=	
Monsters on the Prowl	28			Marvel		Standard comic	4.0 Very Good	1	$3			https://my.comics.org/issue/96182/?issue_detail=	
Monsters on the Prowl	29			Marvel		Standard comic	4.0 Very Good	1	$3			https://my.comics.org/issue/96183/?issue_detail=	
Monsters on the Prowl	30			Marvel		Standard comic	4.0 Very Good	1	$3			https://my.comics.org/issue/96184/?issue_detail=	
Moon Knight	1			Marvel		Standard comic	9.4 Near Mint	2	$8			http://my.comics.org/issue/34854/	
Moon Knight	2			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/34930/	
More Fun Comics	96			DC		Standard comic	1.0 Fair	1	$50		coupons clipped inside and back cover	http://my.comics.org/issue/3478/	
More Trash From Mad	2		1959	EC	Satire	Standard comic	4.0 Very Good	1	$13		missing bonus	http://my.comics.org/issue/93645/	
More Trash From Mad	10		1967	EC	Satire	Standard comic	2.0 Good	1	$3		missing bonus	http://my.comics.org/issue/93653/	
Moth	1			Rocket	Superhero	Standard comic		1	$3				
Moth	2			Rocket	Superhero	Standard comic		1	$3				
Movie Classics			1962	Dell		Standard comic	2.0 Good	1	$8		The Mummy		
Movie Classics			1967	Dell		Standard comic	6.5 Fine +	1	$15		Maya	http://my.comics.org/issue/21545/	
Movie Classics	01-828-208			Dell		Standard comic	2.0 Good	1	$9		Three Stooges Meet Hercules		
Movie Comics			1970	Gold Key		Standard comic	4.0 Very Good	1	$9		no poster	http://my.comics.org/issue/23889/	
Mowgli Jungle Book	620		1955	Dell		Standard comic	4.0 Very Good	1	$10			http://my.comics.org/issue/173348/	
Mr. Natural	2		1971	San Francisco Comic Book Company	Underground	Standard comic	7.0 Fine/Very Fine	1	$0		1st print October 1971 has 0.50 USD cover price. No copyright information on inside of front cover.2nd print has 0.50 USD cover price. Has copyright information on inside of front cover.3rd print has 0.75 USD cover price. 4th print has 1.00 USD cover price. 5th print has 1.25 USD cover price.	https://www.comics.org/issue/364600/	
Ms. Tree	1			Eclipse		Standard comic		1	$3				
Ms. Tree	2			Eclipse		Standard comic		1	$3				
Ms. Tree	3			Eclipse		Standard comic		1	$3				
Ms. Tree	4			Eclipse		Standard comic		1	$3				
Ms. Tree	5			Eclipse		Standard comic		1	$3				
Ms. Tree	6			Eclipse		Standard comic		1	$3				
Ms. Tree	7			Eclipse		Standard comic		1	$3				
Ms. Tree	8			Eclipse		Standard comic		1	$3				
Ms. Tree	9			Eclipse		Standard comic		1	$3				
Ms. Tree	10			Eclipse		Standard comic		1	$3			https://www.comics.org/issue/266621/	
Ms. Tree	11			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/266622/	
Ms. Tree	12			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/266623/	
Ms. Tree	13			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/266624/	
Ms. Tree	14			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/266625/	
Ms. Tree	15			Aardvark-Vanaheim		Standard comic		1	$3				
Ms. Tree	16			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/266640/	
Ms. Tree	17			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/266641/	
Ms. Tree	18			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/266642/	
Ms. Tree	19			Renegade Press		Standard comic		1	$3				
Ms. Tree	23			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/93505/	
Ms. Tree	33			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/93510/	
Ms. Tree	35			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/93512/	
Ms. Tree	36			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/93513/	
Ms. Tree	38			Aardvark-Vanaheim		Standard comic		1	$0			https://www.comics.org/issue/42770/	
Ms. Tree	40			Renegade Press		Standard comic		1	$3				
Ms. Tree	41			Renegade Press		Standard comic		1	$3				
Ms. Tree	43			Renegade Press		Standard comic		1	$3				
Ms. Tree 30D	43			Renegade Press		Standard comic		1	$3				
Munsters	1			Gold Key		Standard comic	3.0 Good/Very Good	1	$25			http://my.comics.org/issue/272874/	
Muppets Take Manhattan	1			Marvel		Standard comic	9.4 Near Mint	1	$3				
Muppets Take Manhattan	2			Marvel		Standard comic	9.4 Near Mint	1	$3				
Muppets Take Manhattan	3			Marvel		Standard comic	9.4 Near Mint	1	$3				
Mutt and Jeff	22		1946	DC		Standard comic	1.0 Fair	1	$10			http://my.comics.org/issue/115981/	
Mutt and Jeff	25		1946	DC		Standard comic	1.0 Fair	1	$11			http://my.comics.org/issue/115984/	
Mutt and Jeff	29	August	1947	DC	Humor	Standard comic	5.5 Fine �	1	$38			http://my.comics.org/issue/115988/	
Mutt and Jeff	47	Aug.	1950	DC		Standard comic	0.5 Poor	1	$0		no covernot sure it's the issue # shown	http://my.comics.org/issue/116005/	
Mutt and Jeff	123			Harvey		Standard comic	4.5 Very Good +	1	$12				
Mutt and Jeff Jokes	2			Harvey		Standard comic	2.0 Good	1	$5				
My Favorite Martian	6			Gold Key		Standard comic	1.0 Fair	1	$0		no back cover	http://my.comics.org/issue/250987/	
My Greatest Adventure	75			DC		Standard comic	1.0 Fair	1	$6			http://my.comics.org/issue/17434/	
My Little Margie's Fashions	5			Charlton		Standard comic	2.0 Good	1	$8			http://my.comics.org/issue/246882/	
My Love	7			Marvel		Standard comic	2.0 Good	1	$4			http://my.comics.org/issue/211746/	
Myron Moose Funnies	1			Fantagraphics		Standard comic		1	$3		Arbitrary value assigned (not in price guide)		
Myron Moose Funnies	2			Fantagraphics		Standard comic		1	$3		Arbitrary value assigned (not in price guide)		
Myron Moose Funnies	3			Fantagraphics		Standard comic		1	$3		Arbitrary value assigned (not in price guide)		
Mysterious Suspense	1			Charlton		Standard comic	1.0 Fair	1	$5			http://my.comics.org/issue/22206/	
Mystery in Space	63	Nov.	1960	DC		Standard comic	0.5 Poor	1	$0		no cover	http://my.comics.org/issue/15920/	
Mystery in Space	79	Nov.	1962	DC		Standard comic	0.5 Poor	1	$0		no cover	https://my.comics.org/issue/17242/?issue_detail=	
Mystery in Space	94	Sept.	1964	DC		Standard comic	4.0 Very Good	1	$14			http://my.comics.org/issue/18598/	
Mystery in Space	109	June	1966	DC		Standard comic	1.0 Fair	1	$2			https://my.comics.org/issue/20241/?issue_detail=	
Mystery in Space	114			DC		Standard comic	6.0 Fine	1	$6			https://my.comics.org/issue/34894/?issue_detail=	
Nam	2			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	3			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42517/	
Nam	4			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42636/	
Nam	5			Marvel		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/42756/?issue_detail=	
Nam	6			Marvel		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/42756/?issue_detail=	
Nam	7			Marvel		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/42756/?issue_detail=	
Nam	8			Marvel		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/42756/?issue_detail=	
Nam	9			Marvel		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/42756/?issue_detail=	
Nam	10			Marvel		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/42756/?issue_detail=	
Nam	11			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	12			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	13			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	14			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	15			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	16			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	17			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	18			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	19			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	20			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	21			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	22			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	23			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nam	24			Marvel		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/42395/	
Nathaniel Dusk	2			DC	Crime	Standard comic		1	$3				
Nathaniel Dusk	3			DC		Standard comic	9.2 Near Mint �	1	$2.50				
Nathaniel Dusk II	1			DC		Standard comic	9.2 Near Mint �	1	$2.50				
Nathaniel Dusk II	2			DC	Crime	Standard comic		1	$3				
New Adventures of Superboy	18			DC		Standard comic	8.0 Very Fine	1	$2				
New Adventures of Superboy	21			DC		Standard comic	8.0 Very Fine	1	$2				
New Adventures of Superboy	36			DC		Standard comic	8.0 Very Fine	1	$2				
New Adventures of Superboy	37			DC		Standard comic	8.0 Very Fine	1	$2				
New Funnies	137		1948	Dell		Standard comic	2.0 Good	1	$7			https://my.comics.org/issue/6824/?issue_detail=	
